date,open,high,low,close,volume,amount,pct_chg
2026-01-05,363.09,371.09,361.28,370.59,336881,12465400.0,2.84
2026-01-06,373.09,373.59,362.13,367.08,341477,12540700.0,-0.95
2026-01-07,366.04,368.57,361.58,364.1,262285,9558300.0,-0.81
2026-01-08,361.09,366.42,360.09,362.3,269590,9767300.0,-0.49
2026-01-09,362.26,370.72,360.1,362.32,314772,11412700.0,0.01
2026-01-12,361.09,361.09,344.75,354.77,488307,17273800.0,-2.09
2026-01-13,359.34,360.86,350.09,352.09,296709,10451300.0,-0.75
2026-01-14,353.12,354.31,344.8,347.07,380834,13238900.0,-1.43
2026-01-15,345.84,351.37,344.89,346.84,323709,11232700.0,-0.07
2026-01-16,351.08,354.81,344.6,345.41,319818,11059400.0,-0.41
2026-01-19,344.56,348.43,338.42,341.99,338643,11588100.0,-0.99
2026-01-20,343.09,350.0,340.99,342.69,354406,12147000.0,0.2
2026-01-21,345.03,350.78,342.09,342.9,393936,13513900.0,0.06
2026-01-22,344.12,346.82,332.59,338.89,459948,15613000.0,-1.17
2026-01-23,341.1,343.09,336.34,340.09,339761,11555600.0,0.35
2026-01-26,345.11,345.64,334.3,335.14,332914,11175100.0,-1.46
2026-01-27,337.98,337.99,327.11,332.49,322949,10735500.0,-0.79
2026-01-28,330.97,337.09,326.1,333.08,463082,15423800.0,0.18
2026-01-29,333.59,338.25,331.25,334.98,338444,11337500.0,0.57
2026-01-30,341.49,346.85,337.19,343.09,486501,16691800.0,2.42
2026-02-02,350.09,351.08,337.22,342.07,391917,13396700.0,-0.3
2026-02-03,342.09,345.89,336.59,341.0,265163,9042400.0,-0.31
2026-02-04,344.05,359.74,340.6,358.12,485317,17286400.0,5.02
2026-02-05,358.86,359.84,349.11,356.03,284272,10118400.0,-0.58
2026-02-06,352.41,365.97,351.1,362.2,393726,14269300.0,1.73
2026-02-09,363.59,365.59,355.69,361.91,274486,9934300.0,-0.08
2026-02-10,358.26,363.89,357.09,358.06,185635,6648600.0,-1.06
2026-02-11,359.99,364.08,357.59,361.09,196535,7091300.0,0.85
2026-02-12,363.09,370.97,361.12,368.96,277546,10237400.0,2.18
2026-02-13,368.7,370.09,358.1,358.43,223145,8019700.0,-2.85
2026-02-24,365.73,366.59,355.04,355.04,226951,8069700.0,-0.95
2026-02-25,356.78,359.69,353.19,355.27,187166,6651000.0,0.06
2026-02-26,349.14,351.29,336.59,339.09,435414,14791300.0,-4.55
2026-02-27,340.21,342.03,335.1,335.1,254466,8534300.0,-1.18
2026-03-02,334.09,337.99,329.77,333.31,283513,9449200.0,-0.53
2026-03-03,339.42,347.44,337.12,337.16,400075,13552300.0,1.15
2026-03-04,334.19,335.11,327.29,331.99,250804,8329000.0,-1.53
2026-03-05,337.67,346.94,335.75,343.34,310061,10642400.0,3.42
2026-03-06,342.09,350.11,337.75,347.86,209631,7301800.0,1.32
2026-03-09,341.93,352.94,338.15,350.59,317976,11125000.0,0.78
2026-03-10,368.09,372.86,359.59,369.39,507417,18732400.0,5.36
2026-03-11,372.67,396.64,372.07,389.89,575987,22416500.0,5.55
2026-03-12,393.09,393.99,385.79,388.59,291504,11337600.0,-0.33
2026-03-13,386.97,397.08,386.89,390.09,355826,13878500.0,0.39
2026-03-16,394.86,406.26,391.09,401.49,373521,14980100.0,2.92
2026-03-17,408.87,413.09,397.65,398.09,359807,14348300.0,-0.85
2026-03-18,398.45,399.09,389.86,395.11,265300,10484300.0,-0.75
2026-03-19,395.03,407.09,393.09,393.59,292866,11543500.0,-0.38
2026-03-20,398.17,415.17,393.22,406.09,537297,21746800.0,3.18
2026-03-23,410.42,410.45,391.84,395.08,446141,17645000.0,-2.71
2026-03-24,398.09,404.99,381.09,390.08,364105,14199700.0,-1.27
2026-03-25,386.09,393.59,380.89,390.9,267528,10454400.0,0.21
2026-03-26,386.93,406.81,385.09,395.59,267637,10598900.0,1.2
2026-03-27,399.21,411.42,394.82,409.27,302580,12372600.0,3.46
2026-03-30,406.09,411.94,398.69,406.09,253484,10286600.0,-0.78
2026-03-31,406.09,410.04,394.67,394.79,249256,9863800.0,-2.78
2026-04-01,402.82,402.96,389.09,398.8,231701,9225900.0,1.02
2026-04-02,400.99,405.08,390.29,394.26,223056,8804900.0,-1.14
2026-04-03,393.09,393.89,378.22,379.55,247515,9398000.0,-3.73
2026-04-07,383.07,386.29,374.58,377.68,172576,6520700.0,-0.49
2026-04-08,389.59,390.74,381.31,384.39,364184,13984400.0,1.78
2026-04-09,387.19,387.37,379.75,383.08,259552,9941400.0,-0.34
2026-04-10,387.09,412.09,385.77,409.09,507887,20712700.0,6.79
2026-04-13,411.09,426.42,409.09,420.22,412399,17311300.0,2.72
2026-04-14,414.59,425.58,407.49,423.88,442208,18699400.0,0.87
2026-04-15,431.97,432.55,420.16,424.09,373536,15855100.0,0.05
2026-04-16,434.09,453.09,426.11,447.07,635062,28316500.0,5.42
2026-04-17,449.05,450.73,434.1,437.29,365358,15977900.0,-2.19
2026-04-20,426.09,430.99,419.1,425.59,529278,22458500.0,-2.68
2026-04-21,428.09,443.22,418.19,440.69,577746,25420000.0,3.55
2026-04-22,441.01,447.97,433.13,436.35,460254,20085000.0,-0.99
2026-04-23,443.5,443.6,435.0,438.9,354310,15549000.0,0.58
2026-04-24,442.0,448.45,438.0,444.9,395425,17593000.0,1.37
2026-04-27,444.63,448.76,433.8,434.88,330613,14388200.0,-2.25
2026-04-28,426.19,433.3,423.0,427.67,350121,14961000.0,-1.66
2026-04-29,432.0,445.15,428.0,445.0,376336,16716500.0,4.05
2026-04-30,446.5,449.5,436.0,436.0,298121,12996000.0,-2.02
2026-05-06,457.5,465.88,448.63,460.0,473727,21762000.0,5.5
2026-05-07,468.75,468.75,447.0,451.64,386213,17444500.0,-1.82
2026-05-08,449.0,455.5,436.2,437.0,366049,15986300.0,-3.24
2026-05-11,440.0,450.51,435.1,446.11,341901,15244200.0,2.08
2026-05-12,446.59,446.85,429.29,431.25,341515,14739600.0,-3.33
2026-05-13,431.01,436.58,427.08,434.05,316858,13763400.0,0.65
2026-05-14,449.38,450.45,427.0,427.0,347046,14878800.0,-1.62
2026-05-15,428.08,431.5,421.0,423.6,297049,12594800.0,-0.8
2026-05-18,420.58,422.9,414.0,417.23,284983,11885500.0,-1.5
2026-05-19,415.86,419.9,406.8,417.92,260877,10891200.0,0.17
2026-05-20,417.0,422.99,412.66,414.75,281190,11672200.0,-0.76
2026-05-21,419.87,427.62,411.42,411.63,338672,13978900.0,-0.75
2026-05-22,414.7,416.5,410.0,411.16,277884,11423000.0,-0.11
2026-05-25,411.28,414.5,400.0,402.88,381977,15396000.0,-2.01
2026-05-26,406.19,408.77,400.36,402.5,350627,14120900.0,-0.09
2026-05-27,413.92,428.9,411.29,414.8,533729,22177000.0,3.06
2026-05-28,420.0,420.58,406.2,415.68,327771,13610500.0,0.21
2026-05-29,423.0,430.86,416.55,424.0,498119,21078600.0,2.0
2026-06-01,432.1,438.24,418.18,420.1,386005,16249400.0,-0.92
2026-06-02,425.0,437.75,423.0,433.89,387982,16821000.0,3.28
2026-06-03,437.0,437.0,420.1,426.42,385526,16459000.0,-1.72
2026-06-04,426.42,426.9,407.18,408.2,431155,17627500.0,-4.27
2026-06-05,407.89,412.65,402.7,403.0,287389,11585700.0,-1.27
2026-06-08,395.8,402.68,390.7,393.02,286526,11265400.0,-2.48
2026-06-09,399.99,401.87,388.0,399.5,277351,11065600.0,1.65
2026-06-10,395.28,399.0,385.12,388.5,244357,9493100.0,-2.75
2026-06-11,386.98,391.34,380.03,382.2,268654,10272100.0,-1.62
2026-06-12,389.99,399.54,383.3,394.85,414208,16338300.0,3.31
2026-06-15,402.0,407.9,393.41,398.1,340749,13578200.0,0.82
2026-06-16,408.88,409.02,398.5,403.53,348393,14048100.0,1.36
2026-06-17,400.0,403.3,395.58,399.0,250093,9975100.0,-1.12
2026-06-18,400.39,409.89,389.92,391.55,385481,15106700.0,-1.87
2026-06-22,393.0,413.33,386.0,408.98,594648,24243500.0,4.45
2026-06-23,411.0,414.04,390.73,392.51,373741,14694200.0,-4.03
2026-06-24,392.0,399.27,386.66,395.36,344271,13603400.0,0.73
2026-06-25,399.88,402.55,392.58,401.9,324046,13004600.0,1.65
2026-06-26,401.0,409.81,381.0,381.0,465253,17807300.0,-5.2
2026-06-29,386.96,396.0,378.2,392.36,425259,16662500.0,2.98
2026-06-30,392.49,402.36,390.0,393.01,270383,10640900.0,0.17
2026-07-01,390.0,391.0,370.0,383.84,440886,16904700.0,-2.33
2026-07-02,387.68,390.99,380.39,382.35,340754,13067800.0,-0.39
2026-07-03,381.96,387.95,379.0,380.0,258849,9838200.0,-0.61
2026-07-06,379.23,381.89,374.05,374.51,216480,8110800.0,-1.44
2026-07-07,376.0,378.88,370.76,372.49,208486,7765600.0,-0.54
2026-07-08,374.0,376.68,361.0,361.0,270519,9801500.0,-3.08
