entry_period,exit_period,total_ret,ann_ret,max_dd,sharpe,win_rate,n_trades,profit_factor
10,5,0.03323839999999997,0.03378345944317429,-0.04307662215267526,0.23083451117486906,1.0,1,347000000.0
20,5,0.03323839999999997,0.03378345944317429,-0.04307662215267526,0.23083451117486906,1.0,1,347000000.0
20,10,0.011763999999999941,0.011954871648586662,-0.06296492226351572,-0.07387273808007612,1.0,1,123000000.0
30,5,0.03323839999999997,0.03378345944317429,-0.04307662215267526,0.23083451117486906,1.0,1,347000000.0
30,10,0.011763999999999941,0.011954871648586662,-0.06296492226351572,-0.07387273808007612,1.0,1,123000000.0
30,20,-0.03599240000000005,-0.03656217928351857,-0.10719403299132836,-0.4341233907938628,0.0,1,0.0
55,5,0.006774399999999878,0.006884039753541682,-0.037911162960663804,-0.27671202532354333,1.0,1,81000000.0
55,10,-0.011542000000000116,-0.011727065469427589,-0.05541459170770713,-0.6088870983384597,0.0,1,0.0
55,20,-0.042769200000000125,-0.043443821399957616,-0.08525577612001914,-1.1740598368560895,0.0,1,0.0
